Created On	Questioner Id	Quotes Id	Updated On	Pqid	Pqid Type
Jan	b73bd476-24ed-4b9d-af22-efa0aa8eea2d	09a295d7-04cf-4ded-befd-bc650d803938	Jan  4 2018  6:53PM		New
Jan	b73bd476-24ed-4b9d-af22-efa0aa8eea2d	cf2414dc-6ef1-4bcb-b9af-73acf5af4280	Jan  4 2018 10:05PM		New
Jan	b73bd476-24ed-4b9d-af22-efa0aa8eea2d	ff45f9d4-ebca-4156-9708-c87e744fcd4a	Jan  4 2018 10:05PM		New
Jan	4c74858a-9ece-4ff1-8f2a-14f61d8ef8fc	6c3d601a-8f26-4b35-9cfe-3735bcfc5c13	Jan  4 2018  7:54PM		New
Jan	c54a8a84-992b-4ec5-8c91-6c2ee22776f4	0386d026-4545-4877-b323-847143c26ad1	Jan  4 2018  7:15PM		New
Jan	2d87b297-5674-451f-b1a1-059017d74479	2004e6b3-f0cd-49d1-93c0-a05c192164eb	Jan  4 2018  9:45PM		New
Jan	2d87b297-5674-451f-b1a1-059017d74479	5034c2c4-bc1c-4891-84a0-0bea0da9b447	Jan  4 2018  9:37PM		New
Jan	5a61b5f1-1b26-4c8b-b28b-cb7d63e1eabb	676ddd95-59e8-4ef5-9226-d724e85d6baa	Jan  5 2018  9:24PM		New
Jan	5a61b5f1-1b26-4c8b-b28b-cb7d63e1eabb	a7ad1278-08f0-4e76-8ba1-f9593283df0c	Jan  5 2018  9:07PM		New
Jan	60b46396-2b4f-4650-b473-0239e74699e7	8deee587-a37f-4b88-88b5-d03c096b69ef	Jan  4 2018  9:24PM		New
Jan	885e6454-1fa0-4e6c-b17f-a3857b5e9522	d385ec64-1316-4a3e-a1d2-8a288b2c2efd	Jan  4 2018  9:24PM		New
Jan	7a2947b4-53b1-4f1e-98e1-371993bf3860	2482875c-fe6b-4667-a37d-1829a92dc42e	Jan  4 2018  9:54PM		New
Jan	a7cd5a8a-b67c-4e8c-826b-ae20ecb7a91a	f80edcd9-b6b2-4d28-93dd-47ba4739ff5b	Jan  4 2018 10:24PM		New
Jan	2580c504-e250-46b9-bc0c-88fe87cbdcd9	e0414836-500f-4c5b-a564-3f0bfa5b424e	Jan  4 2018 11:04PM		New
Jan	2580c504-e250-46b9-bc0c-88fe87cbdcd9	4217e2a7-6c27-45a3-ade4-ad9d494fe123	Jan  4 2018 10:32PM		New
